1;graz-innerestadt;Innere Stadt;1;
1;graz-sanktleonhard;St. Leonhard;2;
1;graz-geidorf;Geidorf;3;
1;graz-lend;Lend;4;
1;graz-gries;Gries;5;
1;graz-jakomini;Jakomini;6;
1;graz-liebenau;Liebenau;7;
1;graz-sanktpeter;St. Peter;8;
1;graz-waltendorf;Waltendorf;9;
1;graz-ries;Ries;10;
1;graz-mariatrost;Mariatrost;11;
1;graz-andritz;Andritz;12;
1;graz-gösting;Gösting;13;
1;graz-eggenberg;Eggenberg;14;
1;graz-wetzelsdorf;Wetzelsdorf;15;
1;graz-straßgang;Straßgang;16;
1;graz-puntigam;Puntigam;17;
