1;erichedeggersteg;Erich-Edegger-Steg;graz-innerestadt;
1;erichedeggersteg;Erich-Edegger-Steg;graz-lend;
1;erichedeggerweg;Erich-Edegger-Weg;graz-mariatrost;
1;erlengasse;Erlengasse;graz-lend;
1;ernsthaeckelstraße;Ernst-Haeckel-Straße;graz-jakomini;
1;ernsthaeckelstraße;Ernst-Haeckel-Straße;graz-sanktpeter;
1;ernstmoserweg;Ernst-Moser-Weg;graz-waltendorf;
1;ernstvogelweg;Ernst-Vogel-Weg;graz-sanktpeter;
1;erzherzogjohannallee;Erzherzog-Johann-Allee;graz-innerestadt;
1;erzherzogjohannstraße;Erzherzog-Johann-Straße;graz-mariatrost;
1;eschenbachgasse;Eschenbachgasse;graz-geidorf;
1;eschengasse;Eschengasse;graz-mariatrost;
1;esperantoplatz;Esperantoplatz;graz-lend;
1;esserweg;Esserweg;graz-liebenau;
1;etrichgasse;Etrichgasse;graz-puntigam;
1;ettingshausengasse;Ettingshausengasse;graz-andritz;
1;eugenieschmiedlhain;Eugenie-Schmiedl-Hain;graz-mariatrost;
1;europaplatz;Europaplatz;graz-lend;
1;europaratweg;Europaratweg;graz-innerestadt;
1;evangelimanngasse;Evangelimanngasse;graz-jakomini;
1;exerzierplatzstraße;Exerzierplatzstraße;graz-gösting;
1;eyslergasse;Eyslergasse;graz-puntigam;
1;eythgasse;Eythgasse;graz-wetzelsdorf;
1;fabriksgasse;Fabriksgasse;graz-gries;
1;falkenhofgasse;Falkenhofgasse;graz-gries;
1;falkenturmgasse;Falkenturmgasse;graz-puntigam;
1;falkenweg;Falkenweg;graz-andritz;
1;färbergasse;Färbergasse;graz-innerestadt;
1;färberplatz;Färberplatz;graz-innerestadt;
1;fasangartengasse;Fasangartengasse;graz-gries;
1;fasanstraße;Fasanstraße;graz-wetzelsdorf;
1;fasanturmweg;Fasanturmweg;graz-puntigam;
1;faunastraße;Faunastraße;graz-wetzelsdorf;
1;feldgasse;Feldgasse;graz-gries;
1;feldkirchnerweg;Feldkirchner Weg;graz-puntigam;
1;felixdahnplatz;Felix-Dahn-Platz;graz-sanktleonhard;
1;fellingergasse;Fellingergasse;graz-lend;
1;ferdinandporscheplatz;Ferdinand-Porsche-Platz;graz-liebenau;
1;ferdinandprirschstraße;Ferdinand-Prirsch-Straße;graz-straßgang;
1;ferdinandvonsaarweg;Ferdinand-von-Saar-Weg;graz-sanktpeter;
1;feuerbachgasse;Feuerbachgasse;graz-gries;
1;fichtestraße;Fichtestraße;graz-lend;
1;finkengasse;Finkengasse;graz-gries;
1;fischeraustraße;Fischeraustraße;graz-gösting;
1;fischergasse;Fischergasse;graz-geidorf;
1;fischerhofweg;Fischerhofweg;graz-waltendorf;
1;fischervonerlachgasse;Fischer-von-Erlach-Gasse;graz-innerestadt;
1;fiziastraße;Fiziastraße;graz-liebenau;
1;fliedergasse;Fliedergasse;graz-jakomini;
1;floraquellweg;Floraquellweg;graz-gösting;
1;floraweg;Floraweg;graz-straßgang;
1;florianibergstraße;Florianibergstraße;graz-straßgang;
1;florianigasse;Florianigasse;graz-gries;
1;flößerweg;Flößerweg;graz-puntigam;
1;floßlendplatz;Floßlendplatz;graz-lend;
1;floßlendstraße;Floßlendstraße;graz-lend;
1;flurerweg;Flurerweg;graz-sanktpeter;
1;flurgasse;Flurgasse;graz-jakomini;
1;föderlgasse;Föderlgasse;graz-andritz;
1;födranspergweg;Födranspergweg;graz-geidorf;
1;föllingerstraße;Föllinger Straße;graz-mariatrost;
1;fontanestraße;Fontanestraße;graz-wetzelsdorf;
1;forstergasse;Forstergasse;graz-wetzelsdorf;
1;forstweg;Forstweg;graz-andritz;
1;fosselgasse;Fosselgasse;graz-ries;
1;frachtengasse;Frachtengasse;graz-puntigam;
1;franckstraße;Franckstraße;graz-geidorf;
1;frankensteingasse;Frankensteingasse;graz-ries;
1;franzgrafallee;Franz-Graf-Allee;graz-innerestadt;
1;franzherzogweg;Franz-Herzog-Weg;graz-mariatrost;
1;franziskanergasse;Franziskanergasse;graz-innerestadt;
1;franziskanerplatz;Franziskanerplatz;graz-innerestadt;
1;franznablweg;Franz-Nabl-Weg;graz-waltendorf;
1;franzpratterstraße;Franz-Pratter-Straße;graz-eggenberg;
1;franzrieplgasse;Franz-Riepl-Gasse;graz-gries;
1;franzschmidtweg;Franz-Schmidt-Weg;graz-andritz;
1;franzsteinergasse;Franz-Steiner-Gasse;graz-eggenberg;
1;franzwerfelgasse;Franz-Werfel-Gasse;graz-andritz;
1;frauengasse;Frauengasse;graz-innerestadt;
1;fraungruberstraße;Fraungruberstraße;graz-mariatrost;
1;freiheitsplatz;Freiheitsplatz;graz-innerestadt;
1;freihofanger;Freihofanger;graz-mariatrost;
1;friaulweg;Friaulweg;graz-sanktpeter;
1;friaulweg;Friaulweg;graz-waltendorf;
1;friedensgasse;Friedensgasse;graz-sanktleonhard;
1;friedenspark;Friedenspark;graz-lend;
1;friedhofgasse;Friedhofgasse;graz-gries;
1;friedmanngasse;Friedmanngasse;graz-liebenau;
1;friedrichgasse;Friedrichgasse;graz-jakomini;
1;friedrichgauermannweg;Friedrich-Gauermann-Weg;graz-sanktpeter;
1;friedrichhebbelgasse;Friedrich-Hebbel-Gasse;graz-sanktleonhard;
1;friedrichkaulbachstraße;Friedrich-Kaulbach-Straße;graz-jakomini;
1;friedrichschnideritschstraße;Friedrich-Schnideritsch-Straße;graz-straßgang;
1;friedrichvongagernallee;Friedrich-von-Gagern-Allee;graz-innerestadt;
1;frischaufweg;Frischaufweg;graz-andritz;
1;fritzpreglweg;Fritz-Pregl-Weg;graz-geidorf;
1;fröbelgasse;Fröbelgasse;graz-lend;
1;fröhlichgasse;Fröhlichgasse;graz-jakomini;
1;froschaugasse;Froschaugasse;graz-jakomini;
1;frühlingstraße;Frühlingstraße;graz-wetzelsdorf;
1;fruhmannweg;Fruhmannweg;graz-sanktpeter;
1;fuchsenfeldweg;Fuchsenfeldweg;graz-liebenau;
1;fuchsriegelweg;Fuchsriegelweg;graz-ries;
1;fürstenstandweg;Fürstenstandweg;graz-gösting;
1;fürstenwarteweg;Fürstenwarteweg;graz-eggenberg;
1;fyrtagweg;Fyrtagweg;graz-mariatrost;
1;gabelsbergerstraße;Gabelsbergerstraße;graz-lend;
1;gabriachgasse;Gabriachgasse;graz-andritz;
1;gabrielseidlgasse;Gabriel-Seidl-Gasse;graz-sanktleonhard;
1;gadollaweg;Gadollaweg;graz-puntigam;
1;gaisbacherweg;Gaisbacherweg;graz-puntigam;
1;gaisbergweg;Gaisbergweg;graz-eggenberg;
1;gallmeyergasse;Gallmeyergasse;graz-eggenberg;
1;gallmeyergasse;Gallmeyergasse;graz-wetzelsdorf;
1;ganghoferstraße;Ganghoferstraße;graz-sanktpeter;
1;gartengasse;Gartengasse;graz-sanktleonhard;
1;gartenstadtstraße;Gartenstadtstraße;graz-jakomini;
1;gärtnerstraße;Gärtnerstraße;graz-gösting;
1;gaslaternenweg;Gaslaternenweg;graz-liebenau;
1;gasometerweg;Gasometerweg;graz-puntigam;
1;gaswerkstraße;Gaswerkstraße;graz-eggenberg;
1;gaußgasse;Gaußgasse;graz-sanktleonhard;
1;gebhardgasse;Gebhardgasse;graz-puntigam;
1;geibelgasse;Geibelgasse;graz-sanktpeter;
1;geidorfgürtel;Geidorfgürtel;graz-geidorf;
1;geidorfplatz;Geidorfplatz;graz-geidorf;
1;geißlergasse;Geißlergasse;graz-andritz;
1;geistingerweg;Geistingerweg;graz-straßgang;
1;gellertgasse;Gellertgasse;graz-sanktpeter;
1;gemeindeparkeggenberg;Gemeindepark Eggenberg;graz-eggenberg;
1;genossenschaftsweg;Genossenschaftsweg;graz-jakomini;
